Market,Market Size,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,ProductId,Date,Product Type,Product,Type,ROI,Lease_Term,State_Colorado,City_DaNang,City_HaNoi,State_Illinois,State_Iowa,State_Louisiana,State_Massachusetts,State_Missouri,State_Nevada,State_New Hampshire,State_New Mexico,State_New York,State_Ohio,State_Oklahoma,State_Oregon,City_HaiPhong,State_Utah,City_HCMC,State_Wisconsin,Foot_Traffic_per_day,Competitor_Count_500m,Occupancy_Rate,Area_sqm,Traffic_per_sqm,Rent_per_sqm,ROI_Predicted
East,Small Market,27.0,36.0,64.0,24.0,18.0,6.0,806.0,40.0,20.0,40.0,60.0,13,2011-10-01,Tea,Green Tea,Regular,1.5,161.36666666666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.20848039585232295,11.41773289978467
East,Small Market,49.0,54.0,96.0,36.0,21.0,10.0,809.0,40.0,30.0,60.0,90.0,13,2011-11-01,Tea,Green Tea,Regular,2.3333333333333335,160.33333333333334,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.24322712849437678,11.41773289978467
East,Small Market,-2.0,75.0,128.0,53.0,77.0,48.0,597.0,10.0,50.0,70.0,120.0,5,2010-06-01,Espresso,Caffe Mocha,Regular,-0.025974025974025976,177.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.8918328044793815,8.786388737661204
East,Small Market,1.0,84.0,144.0,60.0,83.0,54.0,606.0,40.0,40.0,90.0,130.0,5,2010-10-01,Espresso,Caffe Mocha,Regular,0.012048192771084338,173.53333333333333,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.9613262697634892,7.42135258809634
East,Small Market,2.0,86.0,147.0,61.0,84.0,55.0,613.0,10.0,60.0,80.0,140.0,5,2010-11-01,Espresso,Caffe Mocha,Regular,0.023809523809523808,172.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.9729085139775071,7.346209602570464
East,Small Market,11.0,105.0,201.0,75.0,103.0,68.0,522.0,20.0,70.0,100.0,170.0,5,2011-01-01,Espresso,Caffe Mocha,Regular,0.10679611650485436,170.46666666666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,1.1929711540438481,3.600816450416356
East,Small Market,4.0,90.0,165.0,65.0,87.0,58.0,513.0,20.0,60.0,90.0,150.0,5,2011-02-01,Espresso,Caffe Mocha,Regular,0.04597701149425287,169.43333333333334,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,1.007655246619561,7.2564672939855654
East,Small Market,0.0,87.0,160.0,63.0,87.0,57.0,506.0,10.0,60.0,80.0,140.0,5,2011-03-01,Espresso,Caffe Mocha,Regular,0.0,168.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,1.007655246619561,7.2564672939855654
East,Small Market,0.0,87.0,160.0,63.0,87.0,57.0,521.0,10.0,60.0,80.0,140.0,5,2011-04-01,Espresso,Caffe Mocha,Regular,0.0,167.46666666666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,1.007655246619561,7.2564672939855654
East,Small Market,4.0,90.0,153.0,64.0,81.0,58.0,551.0,20.0,60.0,90.0,150.0,5,2011-05-01,Espresso,Caffe Mocha,Regular,0.04938271604938271,166.46666666666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.9381617813354532,7.867962505667936
East,Small Market,3.0,87.0,159.0,62.0,85.0,56.0,612.0,20.0,50.0,90.0,140.0,5,2011-09-01,Espresso,Caffe Mocha,Regular,0.03529411764705882,162.36666666666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.9844907581915251,7.252053762814643
East,Small Market,-3.0,76.0,140.0,55.0,78.0,49.0,627.0,10.0,50.0,70.0,120.0,5,2011-12-01,Espresso,Caffe Mocha,Regular,-0.038461538461538464,159.33333333333334,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.9034150486933995,8.328612445868671
East,Small Market,29.0,75.0,130.0,55.0,46.0,18.0,305.0,40.0,50.0,70.0,120.0,6,2010-02-01,Espresso,Decaf Espresso,Decaf,0.6304347826086957,181.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.5327832338448253,10.246825192731022
East,Small Market,22.0,65.0,113.0,48.0,43.0,15.0,334.0,40.0,40.0,70.0,110.0,6,2010-05-01,Espresso,Decaf Espresso,Decaf,0.5116279069767442,178.63333333333333,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.4980365012027715,10.905057727478479
East,Small Market,16.0,57.0,100.0,43.0,41.0,14.0,388.0,20.0,40.0,50.0,90.0,6,2010-07-01,Espresso,Decaf Espresso,Decaf,0.3902439024390244,176.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.4748720127747356,11.41773289978467
East,Small Market,16.0,56.0,98.0,42.0,40.0,13.0,384.0,20.0,40.0,50.0,90.0,6,2010-08-01,Espresso,Decaf Espresso,Decaf,0.4,175.56666666666666,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.4632897685607177,11.41773289978467
East,Small Market,47.0,75.0,145.0,55.0,47.0,18.0,312.0,40.0,50.0,70.0,120.0,6,2011-01-01,Espresso,Decaf Espresso,Decaf,1.0,170.46666666666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.5443654780588433,10.109355408509154
East,Small Market,39.0,71.0,132.0,53.0,45.0,17.0,299.0,40.0,50.0,70.0,120.0,6,2011-03-01,Espresso,Decaf Espresso,Decaf,0.8666666666666667,168.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.5212009896308074,10.477894463421354
East,Small Market,22.0,56.0,97.0,42.0,37.0,13.0,384.0,20.0,40.0,50.0,90.0,6,2011-08-01,Espresso,Decaf Espresso,Decaf,0.5945945945945946,163.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.42854303591866383,11.41773289978467
East,Small Market,31.0,64.0,118.0,47.0,43.0,15.0,375.0,50.0,30.0,60.0,90.0,6,2011-10-01,Espresso,Decaf Espresso,Decaf,0.7209302325581395,161.36666666666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.4980365012027715,10.905057727478479
East,Small Market,39.0,71.0,132.0,53.0,45.0,17.0,380.0,40.0,50.0,70.0,120.0,6,2011-11-01,Espresso,Decaf Espresso,Decaf,0.8666666666666667,160.33333333333334,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.5212009896308074,10.477894463421354
East,Small Market,31.0,65.0,121.0,49.0,44.0,16.0,392.0,40.0,40.0,70.0,110.0,6,2011-12-01,Espresso,Decaf Espresso,Decaf,0.7045454545454546,159.33333333333334,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.5096187454167894,10.78293820242181
East,Small Market,39.0,104.0,189.0,85.0,65.0,32.0,476.0,40.0,60.0,80.0,140.0,9,2010-03-01,Herbal Tea,Lemon,Decaf,0.6,180.66666666666666,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.7528458739111662,9.274112826624002
East,Small Market,32.0,93.0,169.0,76.0,61.0,28.0,580.0,40.0,50.0,80.0,130.0,9,2010-06-01,Herbal Tea,Lemon,Decaf,0.5245901639344263,177.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.7065168970550945,9.411279753414005
East,Small Market,50.0,98.0,190.0,80.0,64.0,30.0,494.0,30.0,60.0,70.0,130.0,9,2011-04-01,Herbal Tea,Lemon,Decaf,0.78125,167.46666666666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.7412636296971483,9.346644658027133
East,Small Market,36.0,83.0,160.0,67.0,59.0,25.0,599.0,20.0,50.0,60.0,110.0,9,2011-09-01,Herbal Tea,Lemon,Decaf,0.6101694915254238,162.36666666666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.6833524086270586,9.448425105491099
East,Small Market,50.0,98.0,189.0,79.0,64.0,30.0,593.0,30.0,40.0,50.0,90.0,9,2011-10-01,Herbal Tea,Lemon,Decaf,0.78125,161.36666666666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.7412636296971483,9.346644658027133
East,Small Market,46.0,89.0,163.0,74.0,43.0,22.0,949.0,50.0,50.0,70.0,120.0,10,2010-03-01,Herbal Tea,Mint,Decaf,1.069767441860465,180.66666666666666,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.4980365012027715,10.905057727478479
East,Small Market,68.0,90.0,176.0,75.0,44.0,23.0,956.0,50.0,50.0,70.0,120.0,10,2011-02-01,Herbal Tea,Mint,Decaf,1.5454545454545454,169.43333333333334,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.5096187454167894,10.78293820242181
East,Small Market,52.0,80.0,147.0,68.0,39.0,21.0,998.0,40.0,50.0,60.0,110.0,10,2011-05-01,Herbal Tea,Mint,Decaf,1.3333333333333333,166.46666666666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.45170752434669975,11.41773289978467
East,Small Market,49.0,74.0,145.0,62.0,41.0,19.0,1059.0,40.0,40.0,60.0,100.0,10,2011-09-01,Herbal Tea,Mint,Decaf,1.1951219512195121,162.36666666666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.4748720127747356,11.41773289978467
East,Small Market,52.0,77.0,151.0,65.0,42.0,20.0,1053.0,50.0,30.0,50.0,80.0,10,2011-10-01,Herbal Tea,Mint,Decaf,1.2380952380952381,161.36666666666667,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.48645425698875355,11.41773289978467
East,Small Market,53.0,76.0,148.0,63.0,40.0,19.0,1075.0,40.0,40.0,60.0,100.0,10,2011-12-01,Herbal Tea,Mint,Decaf,1.325,159.33333333333334,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.4632897685607177,11.41773289978467
East,Small Market,43.0,68.0,115.0,47.0,25.0,13.0,821.0,60.0,40.0,80.0,120.0,11,2010-04-01,Tea,Darjeeling,Regular,1.72,179.63333333333333,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.28955610535044857,11.41773289978467
East,Small Market,32.0,52.0,87.0,35.0,20.0,9.0,894.0,50.0,30.0,60.0,90.0,11,2010-07-01,Tea,Darjeeling,Regular,1.6,176.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.23164488428035884,11.41773289978467
East,Small Market,28.0,49.0,83.0,34.0,21.0,9.0,890.0,40.0,30.0,50.0,80.0,11,2010-08-01,Tea,Darjeeling,Regular,1.3333333333333333,175.56666666666666,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.24322712849437678,11.41773289978467
East,Small Market,41.0,64.0,108.0,44.0,23.0,12.0,886.0,50.0,40.0,70.0,110.0,11,2010-09-01,Tea,Darjeeling,Regular,1.7826086956521738,174.53333333333333,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.26639161692241264,11.41773289978467
East,Small Market,46.0,55.0,91.0,37.0,20.0,10.0,876.0,40.0,30.0,60.0,90.0,11,2011-06-01,Tea,Darjeeling,Regular,2.3,165.43333333333334,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.23164488428035884,11.41773289978467
West,Small Market,38.0,77.0,130.0,53.0,39.0,16.0,338.0,70.0,60.0,100.0,160.0,2,2010-01-01,Coffee,Columbian,Regular,0.9743589743589743,182.63333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.45170752434669975,11.417377075800305
West,Small Market,48.0,89.0,150.0,61.0,41.0,19.0,325.0,80.0,70.0,110.0,180.0,2,2010-03-01,Coffee,Columbian,Regular,1.170731707317073,180.66666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.4748720127747356,11.417377075800305
West,Small Market,56.0,99.0,167.0,68.0,43.0,21.0,438.0,110.0,90.0,140.0,230.0,2,2010-10-01,Coffee,Columbian,Regular,1.302325581395349,173.53333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.4980365012027715,10.904701903494113
West,Small Market,59.0,77.0,145.0,53.0,41.0,16.0,338.0,70.0,60.0,100.0,160.0,2,2011-01-01,Coffee,Columbian,Regular,1.4390243902439024,170.46666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.4748720127747356,11.417377075800305
West,Small Market,80.0,100.0,180.0,69.0,46.0,22.0,340.0,90.0,80.0,130.0,210.0,2,2011-04-01,Coffee,Columbian,Regular,1.7391304347826086,167.46666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.5327832338448253,10.202850297625472
West,Small Market,91.0,114.0,191.0,79.0,45.0,25.0,425.0,110.0,90.0,150.0,240.0,2,2011-06-01,Coffee,Columbian,Regular,2.022222222222222,165.43333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.5212009896308074,10.477538639436986
West,Small Market,15.0,128.0,220.0,92.0,113.0,83.0,541.0,60.0,110.0,160.0,270.0,3,2010-02-01,Coffee,Decaf Irish Cream,Decaf,0.13274336283185842,181.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,1.3087935961840274,3.6293575119891854
West,Small Market,16.0,132.0,227.0,95.0,116.0,86.0,532.0,70.0,110.0,170.0,280.0,3,2010-03-01,Coffee,Decaf Irish Cream,Decaf,0.13793103448275862,180.66666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,1.3435403288260812,3.675080785587862
West,Small Market,17.0,132.0,227.0,95.0,115.0,86.0,554.0,70.0,110.0,170.0,280.0,3,2010-04-01,Coffee,Decaf Irish Cream,Decaf,0.14782608695652175,179.63333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,1.3319580846120633,3.4685294919607377
West,Small Market,24.0,154.0,264.0,110.0,130.0,100.0,665.0,90.0,130.0,200.0,330.0,3,2010-06-01,Coffee,Decaf Irish Cream,Decaf,0.18461538461538463,177.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,1.5056917478223324,2.517308055078684
West,Small Market,34.0,184.0,317.0,133.0,150.0,120.0,705.0,100.0,160.0,230.0,390.0,3,2010-08-01,Coffee,Decaf Irish Cream,Decaf,0.22666666666666666,175.56666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,1.7373366321026913,2.5388121277030122
West,Small Market,24.0,132.0,242.0,95.0,116.0,86.0,532.0,70.0,110.0,170.0,280.0,3,2011-03-01,Coffee,Decaf Irish Cream,Decaf,0.20689655172413793,168.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,1.3435403288260812,3.675080785587862
West,Small Market,33.0,154.0,262.0,110.0,121.0,100.0,665.0,90.0,130.0,200.0,330.0,3,2011-06-01,Coffee,Decaf Irish Cream,Decaf,0.2727272727272727,165.43333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,1.401451549896171,2.7426134396383346
West,Small Market,43.0,173.0,294.0,124.0,132.0,112.0,717.0,100.0,150.0,220.0,370.0,3,2011-07-01,Coffee,Decaf Irish Cream,Decaf,0.32575757575757575,164.43333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,1.5288562362503684,2.517308055078684
West,Small Market,24.0,130.0,238.0,93.0,114.0,84.0,692.0,60.0,110.0,160.0,270.0,3,2011-09-01,Coffee,Decaf Irish Cream,Decaf,0.21052631578947367,162.36666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,1.3203758403980455,3.6082112856091273
West,Small Market,25.0,134.0,245.0,96.0,117.0,87.0,683.0,100.0,140.0,190.0,330.0,3,2011-10-01,Coffee,Decaf Irish Cream,Decaf,0.21367521367521367,161.36666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,1.3551225730400993,3.580007198190699
West,Small Market,30.0,145.0,266.0,105.0,125.0,95.0,716.0,50.0,120.0,170.0,290.0,3,2011-12-01,Coffee,Decaf Irish Cream,Decaf,0.24,159.33333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,1.4477805267522428,2.6011575208256787
West,Small Market,0.0,87.0,150.0,63.0,87.0,57.0,506.0,10.0,40.0,60.0,100.0,13,2010-03-01,Tea,Green Tea,Regular,0.0,180.66666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,1.007655246619561,7.28663445853838
West,Small Market,-8.0,61.0,105.0,44.0,69.0,39.0,617.0,10.0,20.0,50.0,70.0,13,2010-08-01,Tea,Green Tea,Regular,-0.11594202898550725,175.56666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.799174850767238,9.02745109653058
West,Small Market,0.0,84.0,144.0,60.0,84.0,54.0,606.0,10.0,20.0,40.0,60.0,13,2010-10-01,Tea,Green Tea,Regular,0.0,173.53333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2068.1005917159764,3.7159763313609466,0.8672189349112426,86.33905325443787,23.95324611240945,0.9729085139775071,7.377134195395896
